medal_type,medal_code,medal_date,name,gender,discipline,event,event_type,url_event,code,country_code,country
Bronze Medal,3,45506,WANG Shun,M,Swimming,Men's 200m Individual Medley,ATH,/en/paris-2024/results/swimming/men-s-200m-individual-medley/fnl-000100--,1945186,CHN,China
Gold Medal,1,45506,Cameron McEVOY,M,Swimming,Men's 50m Freestyle,ATH,/en/paris-2024/results/swimming/men-s-50m-freestyle/fnl-000100--,1946161,AUS,Australia
Silver Medal,2,45506,Benjamin PROUD,M,Swimming,Men's 50m Freestyle,ATH,/en/paris-2024/results/swimming/men-s-50m-freestyle/fnl-000100--,1903616,GBR,Great Britain
Bronze Medal,3,45506,Florent MANAUDOU,M,Swimming,Men's 50m Freestyle,ATH,/en/paris-2024/results/swimming/men-s-50m-freestyle/fnl-000100--,1909292,FRA,France
Gold Medal,1,45506,Kaylee McKEOWN,W,Swimming,Women's 200m Backstroke,ATH,/en/paris-2024/results/swimming/women-s-200m-backstroke/fnl-000100--,1946198,AUS,Australia
Silver Medal,2,45506,Regan SMITH,W,Swimming,Women's 200m Backstroke,ATH,/en/paris-2024/results/swimming/women-s-200m-backstroke/fnl-000100--,1935984,USA,United States
Bronze Medal,3,45506,Kylie MASSE,W,Swimming,Women's 200m Backstroke,ATH,/en/paris-2024/results/swimming/women-s-200m-backstroke/fnl-000100--,1967104,CAN,Canada
Gold Medal,1,45506,SINIAKOVA/MACHAC,X,Tennis,Mixed Doubles,HCOUP,/en/paris-2024/results/tennis/mixed-doubles/fnl-000100--,TENXDOUBLES-CZE01,CZE,Czechia
Silver Medal,2,45506,WANG/ZHANG,X,Tennis,Mixed Doubles,HCOUP,/en/paris-2024/results/tennis/mixed-doubles/fnl-000100--,TENXDOUBLES-CHN01,CHN,China
Bronze Medal,3,45506,DABROWSKI/AUGER-ALIAS,X,Tennis,Mixed Doubles,HCOUP,/en/paris-2024/results/tennis/mixed-doubles/fnl-000200--,TENXDOUBLES-CAN01,CAN,Canada
Bronze Medal,3,45506,Iga SWIATEK,W,Tennis,Women's Singles,HATH,/en/paris-2024/results/tennis/women-s-singles/fnl-000200--,1931815,POL,Poland
Gold Medal,1,45506,Ivan LITVINOVICH,M,Trampoline Gymnastics,Men,ATH,/en/paris-2024/results/trampoline-gymnastics/men/fnl-000001--,1937347,AIN,AIN
Silver Medal,2,45506,WANG Zisai,M,Trampoline Gymnastics,Men,ATH,/en/paris-2024/results/trampoline-gymnastics/men/fnl-000001--,1918790,CHN,China
Bronze Medal,3,45506,YAN Langyu,M,Trampoline Gymnastics,Men,ATH,/en/paris-2024/results/trampoline-gymnastics/men/fnl-000001--,1918789,CHN,China
Gold Medal,1,45506,Bryony PAGE,W,Trampoline Gymnastics,Women,ATH,/en/paris-2024/results/trampoline-gymnastics/women/fnl-000001--,1904745,GBR,Great Britain
Silver Medal,2,45506,Viyaleta BARDZILOUSKAYA,W,Trampoline Gymnastics,Women,ATH,/en/paris-2024/results/trampoline-gymnastics/women/fnl-000001--,1938437,AIN,AIN
Bronze Medal,3,45506,Sophiane METHOT,W,Trampoline Gymnastics,Women,ATH,/en/paris-2024/results/trampoline-gymnastics/women/fnl-000001--,1973102,CAN,Canada
Gold Medal,1,45507,LIM Sihyeon,W,Archery,Women's Individual,HATH,/en/paris-2024/results/archery/women-s-individual/fnl-000100--,1902147,KOR,Korea
Silver Medal,2,45507,NAM Suhyeon,W,Archery,Women's Individual,HATH,/en/paris-2024/results/archery/women-s-individual/fnl-000100--,1902148,KOR,Korea
Bronze Medal,3,45507,Lisa BARBELIN,W,Archery,Women's Individual,HATH,/en/paris-2024/results/archery/women-s-individual/fnl-000200--,1541265,FRA,France
Gold Medal,1,45507,Carlos Edriel YULO,M,Artistic Gymnastics,Men's Floor Exercise,ATH,/en/paris-2024/results/artistic-gymnastics/men-s-floor-exercise/fnl-000001--,1975874,PHI,Philippines
Silver Medal,2,45507,Artem DOLGOPYAT,M,Artistic Gymnastics,Men's Floor Exercise,ATH,/en/paris-2024/results/artistic-gymnastics/men-s-floor-exercise/fnl-000001--,1908195,ISR,Israel
Bronze Medal,3,45507,Jake JARMAN,M,Artistic Gymnastics,Men's Floor Exercise,ATH,/en/paris-2024/results/artistic-gymnastics/men-s-floor-exercise/fnl-000001--,1904741,GBR,Great Britain
Gold Medal,1,45507,Rhys MC CLENAGHAN,M,Artistic Gymnastics,Men's Pommel Horse,ATH,/en/paris-2024/results/artistic-gymnastics/men-s-pommel-horse/fnl-000001--,1539986,IRL,Ireland
Silver Medal,2,45507,Nariman KURBANOV,M,Artistic Gymnastics,Men's Pommel Horse,ATH,/en/paris-2024/results/artistic-gymnastics/men-s-pommel-horse/fnl-000001--,1931577,KAZ,Kazakhstan
Bronze Medal,3,45507,Stephen NEDOROSCIK,M,Artistic Gymnastics,Men's Pommel Horse,ATH,/en/paris-2024/results/artistic-gymnastics/men-s-pommel-horse/fnl-000001--,1959865,USA,United States
Gold Medal,1,45507,Simone BILES,W,Artistic Gymnastics,Women's Vault,ATH,/en/paris-2024/results/artistic-gymnastics/women-s-vault/fnl-000001--,1959861,USA,United States
Silver Medal,2,45507,Rebeca ANDRADE,W,Artistic Gymnastics,Women's Vault,ATH,/en/paris-2024/results/artistic-gymnastics/women-s-vault/fnl-000001--,1953634,BRA,Brazil
Bronze Medal,3,45507,Jade CAREY,W,Artistic Gymnastics,Women's Vault,ATH,/en/paris-2024/results/artistic-gymnastics/women-s-vault/fnl-000001--,1959819,USA,United States
Gold Medal,1,45507,Netherlands,X,Athletics,4 x 400m Relay Mixed,TEAM,/en/paris-2024/results/athletics/4-x-400m-relay-mixed/fnl-000100--,ATHX4X400M--NED01,NED,Netherlands
Silver Medal,2,45507,United States,X,Athletics,4 x 400m Relay Mixed,TEAM,/en/paris-2024/results/athletics/4-x-400m-relay-mixed/fnl-000100--,ATHX4X400M--USA01,USA,United States
Bronze Medal,3,45507,Great Britain,X,Athletics,4 x 400m Relay Mixed,TEAM,/en/paris-2024/results/athletics/4-x-400m-relay-mixed/fnl-000100--,ATHX4X400M--GBR01,GBR,Great Britain
Gold Medal,1,45507,Markus ROOTH,M,Athletics,Men's Decathlon,ATH,/en/paris-2024/results/athletics/men-s-decathlon/1500--------,1878353,NOR,Norway
Silver Medal,2,45507,Leo NEUGEBAUER,M,Athletics,Men's Decathlon,ATH,/en/paris-2024/results/athletics/men-s-decathlon/1500--------,1920180,GER,Germany
Bronze Medal,3,45507,Lindon VICTOR,M,Athletics,Men's Decathlon,ATH,/en/paris-2024/results/athletics/men-s-decathlon/1500--------,1573388,GRN,Grenada
Gold Medal,1,45507,Ryan CROUSER,M,Athletics,Men's Shot Put,ATH,/en/paris-2024/results/athletics/men-s-shot-put/fnl-000100--,1960688,USA,United States
Silver Medal,2,45507,Joe KOVACS,M,Athletics,Men's Shot Put,ATH,/en/paris-2024/results/athletics/men-s-shot-put/fnl-000100--,1965246,USA,United States
Bronze Medal,3,45507,Rajindra CAMPBELL,M,Athletics,Men's Shot Put,ATH,/en/paris-2024/results/athletics/men-s-shot-put/fnl-000100--,1564189,JAM,Jamaica
Gold Medal,1,45507,Julien ALFRED,W,Athletics,Women's 100m,ATH,/en/paris-2024/results/athletics/women-s-100m/fnl-000100--,1537325,LCA,Saint Lucia
Silver Medal,2,45507,Sha'carri RICHARDSON,W,Athletics,Women's 100m,ATH,/en/paris-2024/results/athletics/women-s-100m/fnl-000100--,1960181,USA,United States
Bronze Medal,3,45507,Melissa JEFFERSON,W,Athletics,Women's 100m,ATH,/en/paris-2024/results/athletics/women-s-100m/fnl-000100--,1961011,USA,United States
Gold Medal,1,45507,Thea LAFOND,W,Athletics,Women's Triple Jump,ATH,/en/paris-2024/results/athletics/women-s-triple-jump/fnl-000100--,1908333,DMA,Dominica
Silver Medal,2,45507,Shanieka RICKETTS,W,Athletics,Women's Triple Jump,ATH,/en/paris-2024/results/athletics/women-s-triple-jump/fnl-000100--,1536885,JAM,Jamaica
Bronze Medal,3,45507,Jasmine MOORE,W,Athletics,Women's Triple Jump,ATH,/en/paris-2024/results/athletics/women-s-triple-jump/fnl-000100--,1965250,USA,United States
Gold Medal,1,45507,CHEN/JIA,W,Badminton,Women's Doubles,HCOUP,/en/paris-2024/results/badminton/women-s-doubles/fnl-000100--,BDMWDOUBLES-CHN02,CHN,China
Silver Medal,2,45507,LIU/TAN,W,Badminton,Women's Doubles,HCOUP,/en/paris-2024/results/badminton/women-s-doubles/fnl-000100--,BDMWDOUBLES-CHN01,CHN,China
Bronze Medal,3,45507,MATSUYAMA/SHIDA,W,Badminton,Women's Doubles,HCOUP,/en/paris-2024/results/badminton/women-s-doubles/fnl-000200--,BDMWDOUBLES-JPN01,JPN,Japan
Bronze Medal,3,45507,WU Shih Yi,W,Boxing,Women's 60kg,HATH,/en/paris-2024/results/boxing/women-s-60kg/sfnl000100--,1887970,TPE,Chinese Taipei
Bronze Medal,3,45507,Beatriz Iasmin SOARES FERREIRA,W,Boxing,Women's 60kg,HATH,/en/paris-2024/results/boxing/women-s-60kg/sfnl000200--,1952540,BRA,Brazil
Gold Medal,1,45507,Remco EVENEPOEL,M,Cycling Road,Men's Road Race,ATH,/en/paris-2024/results/cycling-road/men-s-road-race/fnl-000100--,1903136,BEL,Belgium
Silver Medal,2,45507,Valentin MADOUAS,M,Cycling Road,Men's Road Race,ATH,/en/paris-2024/results/cycling-road/men-s-road-race/fnl-000100--,1895699,FRA,France
Bronze Medal,3,45507,Christophe LAPORTE,M,Cycling Road,Men's Road Race,ATH,/en/paris-2024/results/cycling-road/men-s-road-race/fnl-000100--,1895694,FRA,France
Gold Medal,1,45507,Germany,O,Equestrian,Dressage Team,TEAM,/en/paris-2024/results/equestrian/dressage-team/gpsp000100--,EQUODRESTEAMGER01,GER,Germany
Silver Medal,2,45507,Denmark,O,Equestrian,Dressage Team,TEAM,/en/paris-2024/results/equestrian/dressage-team/gpsp000100--,EQUODRESTEAMDEN01,DEN,Denmark
Bronze Medal,3,45507,Great Britain,O,Equestrian,Dressage Team,TEAM,/en/paris-2024/results/equestrian/dressage-team/gpsp000100--,EQUODRESTEAMGBR01,GBR,Great Britain
Gold Medal,1,45507,Ukraine,W,Fencing,Women's Sabre Team,HTEAM,/en/paris-2024/results/fencing/women-s-sabre-team/fnl-000100--,FENWTEAMSABRUKR01,UKR,Ukraine
Silver Medal,2,45507,Korea,W,Fencing,Women's Sabre Team,HTEAM,/en/paris-2024/results/fencing/women-s-sabre-team/fnl-000100--,FENWTEAMSABRKOR01,KOR,Korea
Bronze Medal,3,45507,Japan,W,Fencing,Women's Sabre Team,HTEAM,/en/paris-2024/results/fencing/women-s-sabre-team/fnl-000200--,FENWTEAMSABRJPN01,JPN,Japan
Gold Medal,1,45507,France,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/fnl-00010000,JUDXTEAM6---FRA01,FRA,France
Silver Medal,2,45507,Japan,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/fnl-00010000,JUDXTEAM6---JPN01,JPN,Japan
Bronze Medal,3,45507,Brazil,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/repf00010000,JUDXTEAM6---BRA01,BRA,Brazil
Bronze Medal,3,45507,Korea,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/repf00020000,JUDXTEAM6---KOR01,KOR,Korea
Gold Medal,1,45507,Great Britain,M,Rowing,Men's Eight,TEAM,/en/paris-2024/results/rowing/men-s-eight/fnl---------,ROWMCOXED8--GBR01,GBR,Great Britain
Silver Medal,2,45507,Netherlands,M,Rowing,Men's Eight,TEAM,/en/paris-2024/results/rowing/men-s-eight/fnl---------,ROWMCOXED8--NED01,NED,Netherlands
Bronze Medal,3,45507,United States,M,Rowing,Men's Eight,TEAM,/en/paris-2024/results/rowing/men-s-eight/fnl---------,ROWMCOXED8--USA01,USA,United States
Gold Medal,1,45507,Oliver ZEIDLER,M,Rowing,Men's Single Sculls,ATH,/en/paris-2024/results/rowing/men-s-single-sculls/fnl---------,1906515,GER,Germany
Silver Medal,2,45507,Yauheni ZALATY,M,Rowing,Men's Single Sculls,ATH,/en/paris-2024/results/rowing/men-s-single-sculls/fnl---------,1538160,AIN,AIN
Bronze Medal,3,45507,Simon van DORP,M,Rowing,Men's Single Sculls,ATH,/en/paris-2024/results/rowing/men-s-single-sculls/fnl---------,1965599,NED,Netherlands
Gold Medal,1,45507,Romania,W,Rowing,Women's Eight,TEAM,/en/paris-2024/results/rowing/women-s-eight/fnl---------,ROWWCOXED8--ROU01,ROU,Romania
Silver Medal,2,45507,Canada,W,Rowing,Women's Eight,TEAM,/en/paris-2024/results/rowing/women-s-eight/fnl---------,ROWWCOXED8--CAN01,CAN,Canada
Bronze Medal,3,45507,Great Britain,W,Rowing,Women's Eight,TEAM,/en/paris-2024/results/rowing/women-s-eight/fnl---------,ROWWCOXED8--GBR01,GBR,Great Britain
Gold Medal,1,45507,Karolien FLORIJN,W,Rowing,Women's Single Sculls,ATH,/en/paris-2024/results/rowing/women-s-single-sculls/fnl---------,1965558,NED,Netherlands
Silver Medal,2,45507,Emma TWIGG,W,Rowing,Women's Single Sculls,ATH,/en/paris-2024/results/rowing/women-s-single-sculls/fnl---------,1927027,NZL,New Zealand
Bronze Medal,3,45507,Viktorija SENKUTE,W,Rowing,Women's Single Sculls,ATH,/en/paris-2024/results/rowing/women-s-single-sculls/fnl---------,1941956,LTU,Lithuania
Gold Medal,1,45507,Tom REUVENY,M,Sailing,Men's Windsurfing,ATH,/en/paris-2024/results/sailing/men-s-windsurfing/fnl-000100--,1927680,ISR,Israel
Silver Medal,2,45507,Grae MORRIS,M,Sailing,Men's Windsurfing,ATH,/en/paris-2024/results/sailing/men-s-windsurfing/fnl-000100--,1945982,AUS,Australia
Bronze Medal,3,45507,Luuc van OPZEELAND,M,Sailing,Men's Windsurfing,ATH,/en/paris-2024/results/sailing/men-s-windsurfing/fnl-000100--,1970505,NED,Netherlands
Gold Medal,1,45507,Marta MAGGETTI,W,Sailing,Women's Windsurfing,ATH,/en/paris-2024/results/sailing/women-s-windsurfing/fnl-000100--,1899653,ITA,Italy
Silver Medal,2,45507,Sharon KANTOR,W,Sailing,Women's Windsurfing,ATH,/en/paris-2024/results/sailing/women-s-windsurfing/fnl-000100--,1927733,ISR,Israel
Bronze Medal,3,45507,Emma WILSON,W,Sailing,Women's Windsurfing,ATH,/en/paris-2024/results/sailing/women-s-windsurfing/fnl-000100--,1899748,GBR,Great Britain
Gold Medal,1,45507,YANG Jiin,W,Shooting,25m Pistol Women,ATH,/en/paris-2024/results/shooting/25m-pistol-women/fnl-000100--,1893995,KOR,Korea
Silver Medal,2,45507,Camille JEDRZEJEWSKI,W,Shooting,25m Pistol Women,ATH,/en/paris-2024/results/shooting/25m-pistol-women/fnl-000100--,1888429,FRA,France
Bronze Medal,3,45507,Veronika MAJOR,W,Shooting,25m Pistol Women,ATH,/en/paris-2024/results/shooting/25m-pistol-women/fnl-000100--,1899493,HUN,Hungary
Gold Medal,1,45507,Vincent HANCOCK,M,Shooting,Skeet Men,ATH,/en/paris-2024/results/shooting/skeet-men/fnl-000100--,1944354,USA,United States
Silver Medal,2,45507,Conner Lynn PRINCE,M,Shooting,Skeet Men,ATH,/en/paris-2024/results/shooting/skeet-men/fnl-000100--,1944385,USA,United States
Bronze Medal,3,45507,LEE Meng Yuan,M,Shooting,Skeet Men,ATH,/en/paris-2024/results/shooting/skeet-men/fnl-000100--,1569852,TPE,Chinese Taipei
Gold Medal,1,45507,Kristof MILAK,M,Swimming,Men's 100m Butterfly,ATH,/en/paris-2024/results/swimming/men-s-100m-butterfly/fnl-000100--,1905860,HUN,Hungary
Silver Medal,2,45507,Josh LIENDO,M,Swimming,Men's 100m Butterfly,ATH,/en/paris-2024/results/swimming/men-s-100m-butterfly/fnl-000100--,1967069,CAN,Canada
Bronze Medal,3,45507,Ilya KHARUN,M,Swimming,Men's 100m Butterfly,ATH,/en/paris-2024/results/swimming/men-s-100m-butterfly/fnl-000100--,1967058,CAN,Canada
Gold Medal,1,45507,United States,X,Swimming,Mixed 4 x 100m Medley Relay,TEAM,/en/paris-2024/results/swimming/mixed-4-x-100m-medley-relay/fnl-000100--,SWMX4X100MMDUSA01,USA,United States
Silver Medal,2,45507,China,X,Swimming,Mixed 4 x 100m Medley Relay,TEAM,/en/paris-2024/results/swimming/mixed-4-x-100m-medley-relay/fnl-000100--,SWMX4X100MMDCHN01,CHN,China
Bronze Medal,3,45507,Australia,X,Swimming,Mixed 4 x 100m Medley Relay,TEAM,/en/paris-2024/results/swimming/mixed-4-x-100m-medley-relay/fnl-000100--,SWMX4X100MMDAUS01,AUS,Australia
Gold Medal,1,45507,Summer McINTOSH,W,Swimming,Women's 200m Individual Medley,ATH,/en/paris-2024/results/swimming/women-s-200m-individual-medley/fnl-000100--,1967140,CAN,Canada
Silver Medal,2,45507,Kate DOUGLASS,W,Swimming,Women's 200m Individual Medley,ATH,/en/paris-2024/results/swimming/women-s-200m-individual-medley/fnl-000100--,1935895,USA,United States
Bronze Medal,3,45507,Kaylee McKEOWN,W,Swimming,Women's 200m Individual Medley,ATH,/en/paris-2024/results/swimming/women-s-200m-individual-medley/fnl-000100--,1946198,AUS,Australia
Gold Medal,1,45507,Katie LEDECKY,W,Swimming,Women's 800m Freestyle,ATH,/en/paris-2024/results/swimming/women-s-800m-freestyle/fnl-000100--,1935938,USA,United States
Silver Medal,2,45507,Ariarne TITMUS,W,Swimming,Women's 800m Freestyle,ATH,/en/paris-2024/results/swimming/women-s-800m-freestyle/fnl-000100--,1946150,AUS,Australia
Bronze Medal,3,45507,Paige MADDEN,W,Swimming,Women's 800m Freestyle,ATH,/en/paris-2024/results/swimming/women-s-800m-freestyle/fnl-000100--,1935943,USA,United States
Gold Medal,1,45507,CHEN Meng,W,Table Tennis,Women's Singles,HATH,/en/paris-2024/results/table-tennis/women-s-singles/fnl-000100--,1902307,CHN,China
Silver Medal,2,45507,SUN Yingsha,W,Table Tennis,Women's Singles,HATH,/en/paris-2024/results/table-tennis/women-s-singles/fnl-000100--,1902313,CHN,China
Bronze Medal,3,45507,Hina HAYATA,W,Table Tennis,Women's Singles,HATH,/en/paris-2024/results/table-tennis/women-s-singles/fnl-000200--,1931100,JPN,Japan
Gold Medal,1,45507,EBDEN/PEERS,M,Tennis,Men's Doubles,HCOUP,/en/paris-2024/results/tennis/men-s-doubles/fnl-000100--,TENMDOUBLES-AUS02,AUS,Australia
Silver Medal,2,45507,KRAJICEK/RAM,M,Tennis,Men's Doubles,HCOUP,/en/paris-2024/results/tennis/men-s-doubles/fnl-000100--,TENMDOUBLES-USA02,USA,United States
Bronze Medal,3,45507,FRITZ/PAUL,M,Tennis,Men's Doubles,HCOUP,/en/paris-2024/results/tennis/men-s-doubles/fnl-000200--,TENMDOUBLES-USA01,USA,United States
Bronze Medal,3,45507,Lorenzo MUSETTI,M,Tennis,Men's Singles,HATH,/en/paris-2024/results/tennis/men-s-singles/fnl-000200--,1562400,ITA,Italy
Gold Medal,1,45507,ZHENG Qinwen,W,Tennis,Women's Singles,HATH,/en/paris-2024/results/tennis/women-s-singles/fnl-000100--,1927709,CHN,China
Silver Medal,2,45507,Donna VEKIC,W,Tennis,Women's Singles,HATH,/en/paris-2024/results/tennis/women-s-singles/fnl-000100--,1554972,CRO,Croatia
Gold Medal,1,45508,KIM Woojin,M,Archery,Men's Individual,HATH,/en/paris-2024/results/archery/men-s-individual/fnl-000100--,1902135,KOR,Korea
Silver Medal,2,45508,Brady ELLISON,M,Archery,Men's Individual,HATH,/en/paris-2024/results/archery/men-s-individual/fnl-000100--,1955595,USA,United States
Bronze Medal,3,45508,LEE Wooseok,M,Archery,Men's Individual,HATH,/en/paris-2024/results/archery/men-s-individual/fnl-000200--,1902144,KOR,Korea
Gold Medal,1,45508,LIU Yang,M,Artistic Gymnastics,Men's Rings,ATH,/en/paris-2024/results/artistic-gymnastics/men-s-rings/fnl-000001--,1918856,CHN,China
Silver Medal,2,45508,ZOU Jingyuan,M,Artistic Gymnastics,Men's Rings,ATH,/en/paris-2024/results/artistic-gymnastics/men-s-rings/fnl-000001--,1918865,CHN,China
Bronze Medal,3,45508,Eleftherios PETROUNIAS,M,Artistic Gymnastics,Men's Rings,ATH,/en/paris-2024/results/artistic-gymnastics/men-s-rings/fnl-000001--,1961314,GRE,Greece
Gold Medal,1,45508,Carlos Edriel YULO,M,Artistic Gymnastics,Men's Vault,ATH,/en/paris-2024/results/artistic-gymnastics/men-s-vault/fnl-000001--,1975874,PHI,Philippines
Silver Medal,2,45508,Artur DAVTYAN,M,Artistic Gymnastics,Men's Vault,ATH,/en/paris-2024/results/artistic-gymnastics/men-s-vault/fnl-000001--,1915828,ARM,Armenia
Bronze Medal,3,45508,Harry HEPWORTH,M,Artistic Gymnastics,Men's Vault,ATH,/en/paris-2024/results/artistic-gymnastics/men-s-vault/fnl-000001--,1904740,GBR,Great Britain
Gold Medal,1,45508,Kaylia NEMOUR,W,Artistic Gymnastics,Women's Uneven Bars,ATH,/en/paris-2024/results/artistic-gymnastics/women-s-uneven-bars/fnl-000001--,1545688,ALG,Algeria
Silver Medal,2,45508,QIU Qiyuan,W,Artistic Gymnastics,Women's Uneven Bars,ATH,/en/paris-2024/results/artistic-gymnastics/women-s-uneven-bars/fnl-000001--,1918872,CHN,China
Bronze Medal,3,45508,Sunisa LEE,W,Artistic Gymnastics,Women's Uneven Bars,ATH,/en/paris-2024/results/artistic-gymnastics/women-s-uneven-bars/fnl-000001--,1959866,USA,United States
Gold Medal,1,45508,Noah LYLES,M,Athletics,Men's 100m,ATH,/en/paris-2024/results/athletics/men-s-100m/fnl-000100--,1960173,USA,United States
Silver Medal,2,45508,Kishane THOMPSON,M,Athletics,Men's 100m,ATH,/en/paris-2024/results/athletics/men-s-100m/fnl-000100--,1980161,JAM,Jamaica
Bronze Medal,3,45508,Fred KERLEY,M,Athletics,Men's 100m,ATH,/en/paris-2024/results/athletics/men-s-100m/fnl-000100--,1960958,USA,United States
Gold Medal,1,45508,Ethan KATZBERG,M,Athletics,Men's Hammer Throw,ATH,/en/paris-2024/results/athletics/men-s-hammer-throw/fnl-000100--,1974151,CAN,Canada
Silver Medal,2,45508,Bence HALASZ,M,Athletics,Men's Hammer Throw,ATH,/en/paris-2024/results/athletics/men-s-hammer-throw/fnl-000100--,1916814,HUN,Hungary
Bronze Medal,3,45508,Mykhaylo KOKHAN,M,Athletics,Men's Hammer Throw,ATH,/en/paris-2024/results/athletics/men-s-hammer-throw/fnl-000100--,1571563,UKR,Ukraine
Gold Medal,1,45508,Yaroslava MAHUCHIKH,W,Athletics,Women's High Jump,ATH,/en/paris-2024/results/athletics/women-s-high-jump/fnl-000100--,1571559,UKR,Ukraine
Silver Medal,2,45508,Nicola OLYSLAGERS,W,Athletics,Women's High Jump,ATH,/en/paris-2024/results/athletics/women-s-high-jump/fnl-000100--,1939838,AUS,Australia
Bronze Medal,3,45508,Iryna GERASHCHENKO,W,Athletics,Women's High Jump,ATH,/en/paris-2024/results/athletics/women-s-high-jump/fnl-000100--,1571577,UKR,Ukraine
Bronze Medal,3,45508,Eleanor PATTERSON,W,Athletics,Women's High Jump,ATH,/en/paris-2024/results/athletics/women-s-high-jump/fnl-000100--,1939763,AUS,Australia
Gold Medal,1,45508,LEE/WANG,M,Badminton,Men's Doubles,HCOUP,/en/paris-2024/results/badminton/men-s-doubles/fnl-000100--,BDMMDOUBLES-TPE01,TPE,Chinese Taipei
Silver Medal,2,45508,LIANG/WANG,M,Badminton,Men's Doubles,HCOUP,/en/paris-2024/results/badminton/men-s-doubles/fnl-000100--,BDMMDOUBLES-CHN02,CHN,China
Bronze Medal,3,45508,CHIA/SOH,M,Badminton,Men's Doubles,HCOUP,/en/paris-2024/results/badminton/men-s-doubles/fnl-000200--,BDMMDOUBLES-MAS01,MAS,Malaysia
Bronze Medal,3,45508,Yunior ALCANTARA REYES,M,Boxing,Men's 51kg,HATH,/en/paris-2024/results/boxing/men-s-51kg/sfnl000100--,1908817,DOM,Dominican Republic
Bronze Medal,3,45508,David de PINA,M,Boxing,Men's 51kg,HATH,/en/paris-2024/results/boxing/men-s-51kg/sfnl000200--,1892464,CPV,Cabo Verde
Bronze Medal,3,45508,Wyatt SANFORD,M,Boxing,Men's 63.5kg,HATH,/en/paris-2024/results/boxing/men-s-63-5kg/sfnl000100--,1972293,CAN,Canada
Bronze Medal,3,45508,Lasha GURULI,M,Boxing,Men's 63.5kg,HATH,/en/paris-2024/results/boxing/men-s-63-5kg/sfnl000200--,1550184,GEO,Georgia
Bronze Medal,3,45508,Cristian Javier PINALES,M,Boxing,Men's 80kg,HATH,/en/paris-2024/results/boxing/men-s-80kg/sfnl000100--,1943368,DOM,Dominican Republic
Bronze Medal,3,45508,Arlen LOPEZ CARDONA,M,Boxing,Men's 80kg,HATH,/en/paris-2024/results/boxing/men-s-80kg/sfnl000200--,1555548,CUB,Cuba
Bronze Medal,3,45508,Enmanuel REYES PLA,M,Boxing,Men's 92kg,HATH,/en/paris-2024/results/boxing/men-s-92kg/sfnl000100--,1934790,ESP,Spain
Bronze Medal,3,45508,Davlat BOLTAEV,M,Boxing,Men's 92kg,HATH,/en/paris-2024/results/boxing/men-s-92kg/sfnl000200--,1909011,TJK,Tajikistan
Bronze Medal,3,45508,PANG Cholmi,W,Boxing,Women's 54kg,HATH,/en/paris-2024/results/boxing/women-s-54kg/sfnl000100--,1980125,PRK,DPR Korea
Bronze Medal,3,45508,IM Aeji,W,Boxing,Women's 54kg,HATH,/en/paris-2024/results/boxing/women-s-54kg/sfnl000200--,1891890,KOR,Korea
Gold Medal,1,45508,Kristen FAULKNER,W,Cycling Road,Women's Road Race,ATH,/en/paris-2024/results/cycling-road/women-s-road-race/fnl-000100--,1955081,USA,United States
Silver Medal,2,45508,Marianne VOS,W,Cycling Road,Women's Road Race,ATH,/en/paris-2024/results/cycling-road/women-s-road-race/fnl-000100--,1969165,NED,Netherlands
Bronze Medal,3,45508,Lotte KOPECKY,W,Cycling Road,Women's Road Race,ATH,/en/paris-2024/results/cycling-road/women-s-road-race/fnl-000100--,1903120,BEL,Belgium
Gold Medal,1,45508,Jessica von BREDOW-WERNDL,O,Equestrian,Dressage Individual,ATH,/en/paris-2024/results/equestrian/dressage-individual/gpfr000100--,1914905,GER,Germany
Silver Medal,2,45508,Isabell WERTH,O,Equestrian,Dressage Individual,ATH,/en/paris-2024/results/equestrian/dressage-individual/gpfr000100--,1914909,GER,Germany
Bronze Medal,3,45508,Charlotte FRY,O,Equestrian,Dressage Individual,ATH,/en/paris-2024/results/equestrian/dressage-individual/gpfr000100--,1970905,GBR,Great Britain
Gold Medal,1,45508,Japan,M,Fencing,Men's Foil Team,HTEAM,/en/paris-2024/results/fencing/men-s-foil-team/fnl-000100--,FENMTEAMFOILJPN01,JPN,Japan
Silver Medal,2,45508,Italy,M,Fencing,Men's Foil Team,HTEAM,/en/paris-2024/results/fencing/men-s-foil-team/fnl-000100--,FENMTEAMFOILITA01,ITA,Italy
Bronze Medal,3,45508,France,M,Fencing,Men's Foil Team,HTEAM,/en/paris-2024/results/fencing/men-s-foil-team/fnl-000200--,FENMTEAMFOILFRA01,FRA,France
Gold Medal,1,45508,Scottie SCHEFFLER,M,Golf,Men's Individual Stroke Play,ATH,/en/paris-2024/results/golf/men-s-individual-stroke-play/fnl---------,1951724,USA,United States
Silver Medal,2,45508,Tommy FLEETWOOD,M,Golf,Men's Individual Stroke Play,ATH,/en/paris-2024/results/golf/men-s-individual-stroke-play/fnl---------,1923629,GBR,Great Britain
